game,platform,developer,genre,rating,release_date,metascore,user_score
Super Stardust Delta,VITA,Housemarque,General,E,2012-02-14,82,80
Sins of a Solar Empire: Rebellion,PC,Ironclad Games,Strategy,T,2012-06-12,82,78
Art of Balance Touch!,3DS,Shin'en,Miscellaneous,E,2012-06-07,82,75
Legend of Grimrock,PC,Almost Human,Role-Playing,,2012-04-11,82,81
Borderlands 2: Mr. Torgue's Campaign of Carnage,PC,Gearbox Software,Action,M,2012-11-20,82,74
Crusader Kings II,PC,Paradox Development Studio,Strategy,T,2012-02-14,82,88
World of Warcraft: Mists of Pandaria,PC,Blizzard Entertainment,Fantasy,T,2012-09-25,82,50
The Walking Dead: Episode 1 - A New Day,PC,Telltale Games,Action,M,2012-04-24,82,84
Botanicula,PC,Amanita Design,Adventure,,2012-04-19,82,83
Art Academy: Lessons for Everyone,3DS,"Nintendo, Headstrong Games",Miscellaneous,E,2012-10-01,81,76
Darksiders II,PC,Vigil Games,Action Adventure,M,2012-08-13,81,79
Lone Survivor,PC,superflat games,Action Adventure,,2012-04-23,81,73
Call of Duty: Black Ops II,WIIU,Treyarch,Action,M,2012-11-18,81,69
The Cat Lady,PC,Harvester Games,Adventure,,2012-12-07,81,87
Vessel,PC,Strange Loop Games,Action,E,2012-03-01,81,78
Kingdoms of Amalur: Reckoning,PC,Big Huge Games,Role-Playing,M,2012-02-07,81,67
Metal Gear Solid HD Collection,VITA,Armature Studio,Miscellaneous,M,2012-06-12,81,85
Waveform,PC,Eden Industries,Puzzle,,2012-03-20,81,74
Sleeping Dogs,PC,United Front Games,Modern,M,2012-08-13,81,83
Wargame: European Escalation,PC,Eugen Systems,Strategy,,2012-02-22,81,81
Sid Meier's Civilization V: Gods & Kings,PC,Firaxis Games,Strategy,E10+,2012-06-18,80,77
Mighty Switch Force! Hyper Drive Edition,WIIU,WayForward,Action,E10+,2012-11-18,80,77
Pro Evolution Soccer 2013,PC,Konami,Sports,E,2012-09-25,80,69
Uncharted: Golden Abyss,VITA,"Naughty Dog, Sony Bend",Action Adventure,T,2012-02-15,80,74
Assassin's Creed III,PC,Ubisoft,Action Adventure,M,2012-11-20,80,63
Mutant Mudds,3DS,Renegade Kid,Action,E,2012-01-26,80,68
La-Mulana (Remake),PC,Nigoro,Action,,2012-07-13,80,72
Natural Selection 2,PC,Unknown Worlds Entertainment,Action,,2012-10-30,80,85
Borderlands 2: Captain Scarlett and Her Pirate's Booty,PC,Gearbox Software,Action,M,2012-10-16,80,74
Skylanders Giants,WIIU,Vicarious Visions,Action,E10+,2012-11-18,80,62
The Walking Dead: Episode 4 - Around Every Corner,PC,Telltale Games,Miscellaneous,M,2012-10-10,80,85
Ultimate Marvel vs. Capcom 3,VITA,Capcom,Action,T,2012-02-15,80,78
F1 2012,PC,Codemasters,Driving,E,2012-09-17,80,71
Stealth Bastard Deluxe,PC,Curve Studios,Action,,2012-11-28,80,78
Stacking,PC,Double Fine Productions,Miscellaneous,E10+,2012-03-06,80,77
FLY'N,PC,Ankama,Miscellaneous,,2012-11-09,80,77
Dustforce,PC,Hitbox ,Action,,2012-01-17,79,77
FIFA Soccer,VITA,Electronic Arts,Sports,E,2012-02-15,79,72
Street Fighter X Tekken,VITA,Capcom,Action,T,2012-10-23,79,75
Need for Speed: Most Wanted - A Criterion Game,VITA,Criterion Games,Driving,E10+,2012-10-30,79,76
Wipeout 2048,VITA,Studio Liverpool,Driving,E10+,2012-02-15,79,82
Hitman: Absolution,PC,"Io Interactive, Nixxes Software",Action Adventure,M,2012-11-19,79,71
Retro City Rampage,VITA,Vblank Entertainment Inc.,Action Adventure,T,2012-10-09,79,78
ZEN Pinball 3D,3DS,Zen Studios,Action,E10+,2012-01-12,79,77
Little Inferno,WIIU,Tomorrow Corporation,Miscellaneous,T,2012-11-18,79,75
Street Fighter X Tekken,PC,"Capcom, QLOC",Action,T,2012-05-11,79,63
Chivalry: Medieval Warfare,PC,Torn Banner Studios,Action,,2012-10-16,79,78
Rift: Storm Legion,PC,Trion Worlds,Role-Playing,T,2012-11-13,79,77
Need for Speed: Most Wanted - A Criterion Game,PC,Criterion Games,Driving,E10+,2012-10-30,78,44
The Denpa Men: They Came By Wave,3DS,Genius Sonority Inc.,Role-Playing,E,2012-09-27,78,72
Baldur's Gate: Enhanced Edition,PC,Overhaul Games,Role-Playing,T,2012-11-28,78,66
Transformers: Fall of Cybertron,PC,"High Moon Studios, Mercenary Technologies",Action,T,2012-08-20,78,78
Metal Gear Solid: Snake Eater 3D,3DS,Kojima Productions,Action Adventure,M,2012-02-21,78,79
MotorStorm RC,VITA,Evolution Studios,Driving,E,2012-03-06,78,68
Theatrhythm Final Fantasy,3DS,Indies Zero ,Action,E10+,2012-07-03,78,78
Fluidity: Spin Cycle,3DS,Curve Studios,Action,E,2012-12-27,78,66
Chaos on Deponia,PC,Daedalic Entertainment,Adventure,T,2012-11-06,78,83
Tropico 4: Modern Times,PC,"Haemimont, Haemimont Games",Strategy,T,2012-03-29,78,76
Elemental: Fallen Enchantress,PC,Stardock,Strategy,,2012-10-23,78,73
Sonic & All-Stars Racing Transformed,WIIU,Sumo Digital,Driving,E10+,2012-11-18,78,80
Disgaea 3: Absence of Detention,VITA,Nippon Ichi Software,Strategy,T,2012-04-17,78,76
New Super Mario Bros. 2,3DS,Nintendo,Action,E,2012-08-19,78,73
Deadlight,PC,Tequila Works,Action,M,2012-10-25,78,74
Nintendo Land,WIIU,Nintendo,Miscellaneous,E10+,2012-11-18,77,79
Puddle,VITA,Neko Entertainment,Miscellaneous,T,2012-07-24,77,55
Giana Sisters: Twisted Dreams,PC,Black Forest Games,Action,,2012-10-22,77,77
Thomas Was Alone,PC,Mike Bithell,Action,,2012-06-30,77,81
3D Classics: Kid Icarus,3DS,Arika,Action,E,2012-03-23,77,73
Quantum Conundrum,PC,Airtight Games,Miscellaneous,E,2012-06-21,77,73
Endless Space,PC,Amplitude Studios,Strategy,T,2012-07-04,77,73
Virtua Tennis 4: World Tour Edition,VITA,Sega,Sports,E,2012-02-15,77,79
Penny Arcade Adventures: Episode Three,PC,Zeboyd Games,Role-Playing,,2012-06-25,77,73
The Darkness II,PC,Digital Extremes,Action,M,2012-02-06,77,76
ZombiU,WIIU,Ubisoft Montpellier,General,M,2012-11-18,77,77
Plants vs. Zombies,VITA,PopCap,Strategy,E10+,2012-02-21,77,77
TERA,PC,Bluehole Studio,Role-Playing,M,2012-05-01,77,69
Magic: The Gathering - Duels of the Planeswalkers 2013,PC,Stainless Games,Strategy,T,2012-06-20,77,69
Dokuro,VITA,Game Arts,Action,E10+,2012-10-16,76,79
Resonance,PC,xii games,Adventure,,2012-06-19,76,77
Ketzal's Corridors,3DS,Keys Factory,General,E,2012-04-12,76,76
Miasmata,PC,IonFX,Adventure,,2012-11-28,76,77
MLB 12: The Show,VITA,SCEA San Diego Studios,Sports,E,2012-03-06,76,78
Spec Ops: The Line,PC,Yager,Action,M,2012-06-25,76,82
Hot Shots Golf: World Invitational,VITA,Clap Hanz,Sports,E,2012-02-07,76,81
Ys Origin,PC,Falcom,Role-Playing,,2012-05-31,76,84
Rhythm Thief & the Emperor's Treasure,3DS,Sega,Action,E10+,2012-07-10,76,80
Your Shape: Fitness Evolved 2013,WIIU,Blue Byte,Miscellaneous,E10+,2012-11-18,76,63
Crimson Shroud,3DS,Nex Entertainment,Role-Playing,T,2012-12-13,76,79
Prototype 2,PC,Radical Entertainment,Action Adventure,M,2012-07-24,76,64
Super Monday Night Combat,PC,Uber Entertainment,Action,,2012-04-19,76,37
Dear Esther,PC,The Chinese Room,Adventure,,2012-02-14,75,65
Tiny & Big: Grandpa's Leftovers,PC,Black Pants,Adventure,,2012-06-19,75,74
Madden NFL 13,WIIU,EA Tiburon,Sim,E,2012-11-13,75,68
Edna & Harvey: Harvey's New Eyes,PC,Daedalic Entertainment,Adventure,,2012-10-16,75,78
Scribblenauts Unlimited,PC,5TH Cell,Puzzle,E,2012-11-19,75,77
Tales of the Abyss,3DS,Bandai Namco Games,Role-Playing,T,2012-02-14,75,78
Paper Mario: Sticker Star,3DS,Intelligent Systems,Action Adventure,E,2012-11-11,75,57
Kingdom Hearts 3D: Dream Drop Distance,3DS,Square Enix,Role-Playing,E10+,2012-06-05,75,85
Hustle Kings,VITA,VooFoo Studios,Sports,E,2012-02-21,75,74
Blacklight: Retribution,PC,Zombie Studios,Action,,2012-04-03,75,75
Sonic & All-Stars Racing Transformed,VITA,Sumo Digital,Driving,E10+,2012-12-18,75,78
PlayStation All-Stars Battle Royale,VITA,Bluepoint Games,Action,T,2012-11-20,75,75
Iron Brigade,PC,Double Fine Productions,Action,T,2012-08-13,75,53
escapeVektor,3DS,Nnooo,Miscellaneous,E,2012-12-20,75,76
The Dark Eye: Chains of Satinav,PC,Daedalic Entertainment,Adventure,,2012-06-22,75,77
Warp,PC,Trapdoor,Action,M,2012-03-13,75,58
NightSky,3DS,Nicalis,Miscellaneous,E,2012-10-25,75,76
Mass Effect 3: Leviathan,PC,BioWare,Role-Playing,M,2012-08-28,75,68
Symphony,PC,Empty Clip Studios,Miscellaneous,,2012-08-06,75,77
Frobisher Says!,VITA,Honeyslug Ltd,Miscellaneous,E10+,2012-10-23,74,73
Harvest Moon 3D: A New Beginning,3DS,Marvelous AQL,Strategy,E,2012-11-06,74,78
Deponia,PC,Daedalic Entertainment,Adventure,,2012-08-06,74,82
The Sims 3 Supernatural,PC,The Sims Studio,Simulation,T,2012-09-04,74,63
King's Bounty: Warriors of the North,PC,"Katauri Interactive, Katuri Interactive",Strategy,,2012-10-25,74,71
Incredipede,PC,Northway Games,Miscellaneous,,2012-10-25,74,69
Unmechanical,PC,"Teotl Studios, Talawa Games",Action,,2012-08-08,74,78
Snapshot,PC,Retro Affect,Action,E,2012-08-30,74,73
The Secret World,PC,Funcom,Role-Playing,M,2012-07-03,74,83
TRI,PC,Rat King Entertainment,General,,2012-07-08,74,75
Sakura Samurai: Art of the Sword,3DS,Grounding Inc.,Action,T,2012-02-02,74,73
Call of Duty: Black Ops II,PC,Treyarch,Action,M,2012-11-12,74,44
Marvel Pinball 3D,3DS,Zen Studios,Action,E10+,2012-06-28,74,77
Drox Operative,PC,Soldak Entertainment,Action,,2012-11-29,74,76
They Bleed Pixels,PC,Spooky Squid Games,Action,,2012-08-29,74,75
The Testament of Sherlock Holmes,PC,Frogwares,Adventure,M,2012-09-25,73,79
When Vikings Attack!,VITA,Clever Beans,Action,E10+,2012-11-06,73,69
Ys: The Oath in Felghana,PC,Falcom,Role-Playing,,2012-03-19,73,78
Alan Wake's American Nightmare,PC,Remedy Entertainment,Action Adventure,T,2012-05-22,73,66
Driftmoon,PC,Instant Kingdom,Role-Playing,,2012-10-02,73,75
Scribblenauts Unlimited,WIIU,5TH Cell,Puzzle,E10+,2012-11-13,73,75
The Book of Unwritten Tales: Critter Chronicles,PC,KING Art,Adventure,T,2012-12-05,73,68
Battlefield 3: Close Quarters,PC,EA DICE,Action,M,2012-06-26,73,69
Pro Evolution Soccer 2012 3D,3DS,Konami,Sports,E,2012-02-01,73,76
The Sims 3 Seasons,PC,The Sims Studio,Simulation,T,2012-11-13,73,75
HAWKEN,PC,"Adhesive Games, Reloaded Games",Action,T,2012-12-12,73,77
Worms Revolution,PC,Team 17,Strategy,E10+,2012-10-10,73,67
Unstoppable Gorg,PC,Futuremark Games Studio,Strategy,E10+,2012-01-19,73,67
Scribblenauts Unlimited,3DS,5TH Cell,Puzzle,E10+,2012-11-13,73,77
War of the Roses,PC,Fatshark AB,Action,,2012-10-02,73,58
Order Up!!,3DS,SuperVillain Studios,Action,E,2012-06-21,72,65
Ridge Racer Unbounded,PC,Bugbear,Driving,T,2012-03-29,72,62
The Journey Down: Chapter One,PC,SkyGoblin,Adventure,,2012-05-18,72,75
Cognition: An Erica Reed Thriller Episode 1 - The Hangman,PC,Phoenix Online Studios,Adventure,,2012-10-30,72,68
Underrail,PC,Stygian Software,General,,2012-12-05,72,76
A New Beginning: Final Cut,PC,Daedalic Entertainment,Adventure,,2012-12-11,72,68
DiRT Showdown,PC,Codemasters,Driving,E10+,2012-05-23,72,57
Primordia,PC,Wormwood Studios,General,,2012-12-05,72,88
Gateways,PC,Smudged Cat Games,Action,,2012-09-12,72,77
Ninja Gaiden Sigma Plus,VITA,Team Ninja,Action Adventure,M,2012-02-21,72,72
Smart as...,VITA,XDEV,Miscellaneous,E,2012-10-23,72,72
Shank 2,PC,Klei Entertainment,Action,M,2012-02-07,72,64
Rayman Origins,3DS,UBlart Montpellier,Action,E10+,2012-11-06,71,63
Big Sky: Infinity,VITA,"VooFoo Studios, Boss Baddie",Action,E,2012-12-11,71,52
Retro City Rampage,PC,Vblank Entertainment Inc.,Action Adventure,T,2012-10-09,71,77
Street Fighter X Mega Man,PC,Capcom,Action,,2012-12-17,71,77
Tom Clancy's Ghost Recon: Future Soldier,PC,Ubisoft Paris,Action,M,2012-06-26,71,51
Unit 13,VITA,Zipper Interactive,Action,T,2012-03-06,71,71
Nano Assault Neo,WIIU,Shin'en,Action,E,2012-11-18,71,74
Escape Plan,VITA,Fun Bits,Miscellaneous,T,2012-02-14,71,73
Warlock: Master of the Arcane,PC,Ino-Co,Strategy,E10+,2012-05-08,71,79
CRUSH3D,3DS,Zoe Mode,Action,E10+,2012-03-06,71,74
Fractured Soul,3DS,Endgame Studios,Action,E10+,2012-09-13,70,73
Assassin's Creed III: Liberation,VITA,Ubisoft,Action Adventure,M,2012-10-30,70,72
New Little King's Story,VITA,Konami,Strategy,E10+,2012-10-02,70,78
Aero Porter,3DS,Vivarium,Simulation,E,2012-11-29,70,74
Tom Clancy's Ghost Recon Phantoms,PC,Ubisoft Singapore,Action,,2012-08-15,70,65
Mario Tennis Open,3DS,Camelot Software Planning,Sports,E,2012-05-20,69,69
Gratuitous Tank Battles,PC,Positech Games,Strategy,,2012-05-17,69,67
Ninja Gaiden 3: Razor's Edge,WIIU,Team Ninja,Action,M,2012-11-18,69,75
Risen 2: Dark Waters,PC,Piranha Bytes,General,M,2012-04-24,69,57
Of Orcs and Men,PC,"Cyanide, Spiders",Role-Playing,RP,2012-10-11,69,67
FIFA Soccer 13,WIIU,Electronic Arts,Sim,E,2012-11-13,69,63
Heroes of Ruin,3DS,n-Space,Action,T,2012-07-17,69,73
Touch My Katamari,VITA,Bandai Namco Games,Action,E10+,2012-02-21,69,75
Megabyte Punch,PC,Reptile,Adventure,,2012-05-14,69,74
Syndicate (2012),PC,Starbreeze,Action,M,2012-02-21,69,59
Liberation Maiden,3DS,Grasshopper Manufacture,General,T,2012-10-25,69,78
Home,PC,Benjamin Rivers,Action Adventure,,2012-06-01,69,60
Shad'O,PC,Okugi Studio,Strategy,,2012-09-04,68,66
FIFA Manager 13,PC,EA Sports,Sports,E,2012-10-25,68,47
Alien Breed (PS Mobile),VITA,Team 17,Action,E10+,2012-11-14,68,58
Hatoful Boyfriend,PC,Hato Moa,General,,2012-02-15,68,73
Binary Domain,PC,Devils Details,Action,M,2012-04-27,68,77
Pro Cycling Manager Season 2012: Le Tour de France,PC,Cyanide,Sports,,2012-06-22,68,73
Little Inferno,PC,Tomorrow Corporation,Miscellaneous,,2012-11-19,68,75
Primal Carnage,PC,Lukewarm Media,Action,,2012-10-29,67,76
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,3DS,WayForward,Miscellaneous,E10+,2012-11-13,67,72
Dynasty Warriors Next,VITA,"Koei, Omega Force",Action,T,2012-02-21,67,75
Code of Princess,3DS,Studio Saizensen,Role-Playing,T,2012-10-09,67,74
Uncharted: Fight for Fortune,VITA,Sony Bend,Strategy,T,2012-12-04,67,59
Secret Files 3,PC,Animation Arts,Adventure,,2012-09-13,67,62
The Sims 3: Showtime,PC,The Sims Studio,Simulation,T,2012-03-06,67,53
I Am Alive,PC,Ubisoft Shanghai,Action Adventure,M,2012-09-06,66,60
Just Dance 4,WIIU,Ubisoft Paris,Action,E10+,2012-11-18,66,78
Colour Bind,PC,Puppy Punch Productions,Miscellaneous,,2012-09-24,66,70
Ragnarok Odyssey,VITA,Game Arts,Role-Playing,T,2012-10-30,66,78
The Elder Scrolls V: Skyrim - Dawnguard,PC,Bethesda Game Studios,Role-Playing,M,2012-08-02,66,69
Mario & Sonic at the London 2012 Olympic Games,3DS,"Sega, Sega Sports R&D",Sports,E,2012-02-14,66,63
King Arthur II: The Role-Playing Wargame,PC,NeocoreGames,Role-Playing,T,2012-01-27,66,66
Sniper Elite V2,PC,Rebellion,Action,M,2012-04-30,66,67
Super Monkey Ball: Banana Splitz,VITA,Marvelous AQL,Miscellaneous,E,2012-10-23,66,76
F1 2011,VITA,Codemasters,Driving,E,2012-02-15,66,65
Forge,PC,Dark Vale Games,Action,T,2012-12-04,65,76
Yesterday,PC,Pendulo Studios,Adventure,,2012-03-22,65,69
Dillon's Rolling Western,3DS,Vanpool,Action,E10+,2012-02-22,65,75
Choplifter HD,PC,InXile Entertainment,Action,T,2012-01-11,65,66
Gotham City Impostors,PC,Monolith Productions,Action,T,2012-02-07,65,66
Farming Simulator 2013,PC,Giants Software,Miscellaneous,E,2012-10-25,65,75
A Virus Named TOM,PC,Misfits Attic,Miscellaneous,,2012-08-01,65,63
Naval War: Arctic Circle,PC,Turbo Tape Games,Strategy,RP,2012-04-10,64,58
Ravaged,PC,2 Dawn Games,Action,M,2012-10-17,64,56
Microsoft Flight,PC,Microsoft Game Studios,Simulation,E,2012-02-29,64,36
Tekken 3D Prime Edition,3DS,Arika,Action,T,2012-02-14,64,60
Painkiller: Hell & Damnation,PC,The Farm 51,Action,M,2012-10-31,64,66
LEGO Harry Potter: Years 5-7,VITA,Traveller's Tales,Action Adventure,E10+,2012-03-06,64,69
Warriors Orochi 3 Hyper,WIIU,Omega Force,Action,T,2012-11-18,64,74
Guns of Icarus Online,PC,Muse Games,Action,,2012-10-29,64,78
UEFA Euro 2012,PC,EA Canada,Sports,E,2012-04-24,64,29
Chasing Aurora,WIIU,Broken Rules,Action,E,2012-11-18,64,68
Hell Yeah! Wrath of the Dead Rabbit,PC,Arkedo Studio,Action,T,2012-10-03,64,73
Disney Epic Mickey: The Power of Illusion,3DS,DreamRift,Action,E,2012-11-18,63,59
Pid,PC,Might and Delight,Action,E10+,2012-10-31,63,77
Cargo Commander,PC,Serious Brew,Action,T,2012-11-01,63,69
"Freakyforms Deluxe: Your Creations, Alive!",3DS,"Asobism, Co. ltd.",Miscellaneous,E,2012-11-05,63,73
Galaxy On Fire 2 Full HD,PC,Fishlabs,Simulation,,2012-08-21,63,66
Jagged Alliance: Crossfire,PC,Kalypso,Strategy,T,2012-08-24,63,43
ModNation Racers: Road Trip,VITA,SCEA,Driving,E,2012-02-07,62,64
Angry Birds Trilogy,3DS,Exient Entertainment,Action,E,2012-09-25,62,46
LEGO Batman 2: DC Super Heroes,VITA,TT Games,Action Adventure,E10+,2012-06-19,62,67
Orgarhythm,VITA,Acquire,Action,E10+,2012-10-23,62,68
Pineapple Smash Crew,PC,RichMakeGame,Action,,2012-02-02,62,75
Death Rally (2012),PC,Remedy Entertainment,Driving,T,2012-08-03,62,56
F1 Race Stars,PC,Codemasters,Formula One,E,2012-11-13,62,55
Jagged Alliance: Back in Action,PC,Kalypso,Strategy,M,2012-02-08,62,55
Fun! Fun! Minigolf TOUCH!,3DS,Shin'en,Sports,E,2012-03-08,61,77
Mutant Mudds,PC,Renegade Kid,Action,,2012-08-30,61,50
StarDrone Extreme,VITA,Beatshapers,Action,E,2012-02-22,61,40
A Game of Dwarves,PC,Zeal Game Studios,Strategy,,2012-10-23,60,66
SiNG Party,WIIU,FreeStyleGames,Action,E10+,2012-11-18,60,54
Resistance: Burning Skies,VITA,Nihilistic,Action,M,2012-05-29,60,69
Carrier Command: Gaea Mission,PC,Bohemia Interactive,Adventure,M,2012-09-28,60,56
Doom 3 BFG Edition,PC,id Software,Action,,2012-10-15,59,54
Pokedex 3D Pro,3DS,Creatures Inc.,Miscellaneous,E,2012-11-08,59,48
Skylanders Giants,3DS,n-Space,Action,E10+,2012-10-21,59,46
Lucius,PC,Shiver Games,Action Adventure,,2012-10-26,59,61
Gas Guzzlers: Combat Carnage,PC,Gamepires,Driving,T,2012-05-18,58,75
Silent Hill: Book of Memories,VITA,WayForward,Action Adventure,M,2012-10-16,58,51
Defenders of Ardania,PC,Most Wanted Entertainment,Strategy,T,2012-03-14,58,46
Game of Thrones,PC,"Cyanide, Cyanide Studios",Role-Playing,M,2012-05-15,58,65
SOL: Exodus,PC,"Seamless Entertainment, Inc.",Action,,2012-01-25,57,69
Disney Epic Mickey 2: The Power of Two,WIIU,"Heavy Iron Studios, Junction Point",Action,E,2012-11-18,57,56
Michael Jackson The Experience HD,VITA,Ubisoft,Action,E10+,2012-02-15,57,60
FIFA Soccer 13,VITA,Electronic Arts,Sports,E,2012-09-25,57,42
Sumioni: Demon Arts,VITA,Acquire,Role-Playing,E10+,2012-03-20,57,58
Army Corps of Hell,VITA,"Entersphere, Inc.",Strategy,M,2012-02-21,57,66
Men of War: Condemned Heroes,PC,1C-Softclub,Strategy,,2012-04-12,57,64
Tiny Troopers,PC,"Iceberg Interactive, Kukouri Mobile Entertainment",Action,,2012-08-24,57,57
Little Deviants,VITA,Bigbig Studios,Action,E10+,2012-02-15,57,55
Da New Guys: Day of the Jackass,PC,Wadjet Eye Games,Adventure,,2012-02-29,56,68
Transformers Prime: The Game,WIIU,Now Production,Action,E10+,2012-11-18,56,52
Table Top Tanks,VITA,Devils Details,Miscellaneous,E,2012-05-22,56,53
The Amazing Spider-Man,3DS,Beenox,General,T,2012-06-26,55,53
Shifting World,3DS,Fishing Cactus,Miscellaneous,E,2012-04-24,55,67
Anna,PC,Dreampainters,Adventure,,2012-07-11,55,51
Shinobido 2: Revenge of Zen,VITA,Acquire,Action Adventure,M,2012-02-21,55,66
Iron Front: Liberation 1944,PC,X1 Software,Strategy,T,2012-05-25,55,67
Medal of Honor: Warfighter,PC,Danger Close,Action,M,2012-10-23,55,54
SpellForce 2: Faith in Destiny,PC,JoWooD Entertainment AG,Role-Playing,T,2012-06-19,55,60
Port Royale 3: Pirates and Merchants,PC,Kalypso,Strategy,T,2012-05-04,54,56
The Political Machine 2012,PC,Stardock,Strategy,,2012-07-31,54,67
Reality Fighters,VITA,Novarama,Action,T,2012-03-13,54,38
Pokemon Dream Radar,3DS,Creatures Inc.,Action,E,2012-10-07,54,58
LEGO The Lord of the Rings,VITA,TT Games,Action Adventure,E10+,2012-10-30,54,56
Spirit Camera: The Cursed Memoir,3DS,Tecmo Koei Games,Action Adventure,T,2012-04-13,54,60
A Valley Without Wind,PC,"Arcen Games, LLC",Action Adventure,T,2012-04-24,54,68
Law & Order: Legacies,PC,Telltale Games,Miscellaneous,,2012-01-24,53,75
Gemini Wars,PC,Camel 101,Strategy,,2012-06-08,53,65
Krater,PC,Fatshark AB,Role-Playing,,2012-06-12,52,71
Miner Wars 2081,PC,Keen Software House Ltd,Action,,2012-11-28,52,60
Rabbids Land,WIIU,Ubisoft Paris,Miscellaneous,E10+,2012-11-18,52,53
Bird Mania 3D,3DS,Teyon,Action,E,2012-05-03,51,64
Spy Hunter,VITA,TT Fusion,Driving,E10+,2012-10-09,51,68
Confrontation,PC,Cyanide,Strategy,,2012-04-04,51,52
Funky Barn,WIIU,Tantalus,Simulation,E,2012-11-18,50,52
Tryst,PC,BlueGiant Interactive,Strategy,,2012-09-14,50,64
Marvel Avengers: Battle for Earth,WIIU,Ubisoft Quebec,Action,T,2012-12-04,50,50
Planet Crashers (3DSWare),3DS,Renegade Kid,Role-Playing,E10+,2012-07-26,50,45
Dungeon Hunter: Alliance,VITA,Ubisoft,Role-Playing,T,2012-02-15,49,65
One Piece: Unlimited Cruise SP 2,3DS,Bandai Namco Games,Action,,2012-07-27,49,73
Asphalt: Injection,VITA,Ubisoft,Driving,E10+,2012-02-15,49,50
Iron Sky: Invasion,PC,Reality Pump,Action,,2012-12-13,49,62
Ace of Spades,PC,Jagex Games Studio,Action,,2012-12-12,49,52
Cannon Fodder 3,PC,,Strategy,,2012-02-09,49,57
Resident Evil: Operation Raccoon City,PC,Slant Six,Action,M,2012-05-18,48,40
One Piece: Unlimited Cruise SP,3DS,Bandai Namco Games,Action,,2012-02-10,46,70
Tank! Tank! Tank!,WIIU,Namco Bandai Games,Action,E10+,2012-11-18,45,57
Chronovolt,VITA,Playerthree,Puzzle,E,2012-12-31,44,32
Johnny Kung Fu,3DS,UFO Interactive,Action,E10+,2012-07-12,44,49
Cortex Command,PC,Data Realms,Action,,2012-09-28,44,72
Ridge Racer,VITA,"Namco Bandai Games, Cellius",Driving,E10+,2012-03-13,44,37
Ben 10: Omniverse,WIIU,Vicious Cycle,Role-Playing,E10+,2012-11-18,43,60
